,ta,tr,vel,rh,met,clo,pmv,ppd,pmv_ce,ppd_ce,thermal_acceptability,thermal_preference,thermal_comfort
44950,26.8,27.39,0.07,69.6,1.1,0.25,0.27,6.5,0.27,6.5,0,cooler,2.0
44972,25.2,28.28,0.66,46.3,1.0,0.76,-0.17,5.6,-0.36,7.7,1,no change,5.0
44975,28.2,29.41,0.27,83.9,1.8,0.37,1.37,44.1,0.78,17.8,0,cooler,2.0
44979,27.6,28.76,0.74,71.6,1.15,0.52,0.5,10.3,0.08,5.1,1,no change,6.0
44985,25.3,26.06,0.49,59.4,1.1,0.59,-0.34,7.4,-0.47,9.7,1,no change,5.0
44989,27.6,29.63,0.74,43.7,1.1,0.59,0.43,8.9,-0.02,5.0,1,no change,6.0
44997,28.9,28.72,0.19,76.2,1.6,0.61,1.54,53.3,1.13,32.1,1,no change,4.0
45002,28.2,27.12,0.61,82.5,1.1,0.18,-0.65,13.8,-0.68,14.6,1,no change,6.0
45003,27.4,28.2,0.25,86.3,1.1,0.61,0.98,25.2,0.82,19.1,1,no change,5.0
45005,27.3,28.46,0.73,85.7,1.0,0.35,-0.42,8.7,-0.51,10.5,1,no change,5.0
45006,27.9,27.26,0.1,84.6,1.8,0.27,1.07,29.3,0.67,14.4,0,cooler,3.0
45007,27.5,27.7,0.23,73.6,1.8,0.76,1.42,46.6,0.96,24.7,1,no change,5.0
45008,27.5,28.12,0.85,75.9,1.1,0.59,0.47,9.7,0.08,5.1,1,no change,4.0
45012,28.0,29.3,0.98,67.2,1.05,0.4,-0.02,5.0,-0.37,7.8,1,no change,6.0
45015,30.0,30.8,0.62,72.1,1.1,0.37,1.26,38.1,0.62,13.0,1,no change,6.0
45027,27.7,28.44,0.48,81.9,1.2,0.25,0.09,5.2,-0.18,5.7,1,no change,6.0
45028,27.6,28.32,0.44,83.7,1.8,0.37,1.03,27.6,0.38,8.0,1,no change,4.0
45029,27.6,27.85,0.49,82.3,1.2,0.44,0.52,10.8,0.19,5.7,1,no change,5.0
45030,26.6,26.6,0.22,81.6,1.0,0.74,0.67,14.5,0.62,13.1,0,warmer,3.0
45034,30.0,32.73,0.87,50.3,1.0,0.56,1.41,46.1,0.65,14.0,1,no change,5.0
45041,27.1,27.1,0.17,80.4,1.65,0.64,1.16,33.5,0.83,19.5,1,no change,6.0
45042,27.0,26.83,0.12,81.2,1.1,0.25,0.1,5.2,0.23,6.1,1,no change,4.0
45044,27.5,28.89,0.66,87.2,1.1,0.59,0.75,16.7,0.4,8.3,1,no change,5.0
45046,25.7,26.65,0.42,82.9,1.05,0.64,0.11,5.3,-0.03,5.0,1,no change,6.0
45047,26.2,26.69,0.46,81.7,1.0,0.4,-0.66,14.0,-0.64,13.5,1,no change,5.0
45048,26.6,26.29,0.81,79.7,1.1,0.65,0.2,5.8,-0.09,5.2,0,warmer,4.0
45051,28.9,29.97,0.6,69.8,1.58,0.41,1.23,36.9,0.47,9.6,1,cooler,4.0
45052,29.3,29.73,0.06,67.8,1.8,0.38,1.66,59.6,1.2,35.2,1,no change,4.0
45057,28.8,30.87,0.8,84.2,1.0,0.4,0.72,16.1,0.29,6.7,1,no change,6.0
45058,29.2,29.99,0.59,82.8,1.0,0.33,0.69,15.1,0.31,7.0,1,no change,4.0
45065,29.7,30.94,0.9,66.3,1.1,0.76,1.62,57.3,1.0,26.0,0,cooler,3.0
45066,29.6,30.53,0.89,66.7,1.0,0.33,0.57,11.8,0.02,5.0,1,no change,5.0
45076,29.6,30.08,0.45,78.7,1.1,0.53,1.46,48.7,1.01,26.4,1,no change,6.0
45078,29.6,30.47,0.77,78.9,1.0,0.59,1.38,44.5,0.85,20.1,1,no change,5.0
45083,29.7,30.03,0.13,80.2,1.8,0.28,1.74,63.9,1.17,33.6,1,no change,5.0
45084,27.2,26.79,0.26,79.0,1.2,0.76,1.02,26.9,0.81,18.7,1,no change,5.0
45085,26.9,26.9,0.23,80.4,1.0,0.53,0.34,7.4,0.3,6.8,1,no change,5.0
45086,27.1,27.27,0.14,80.9,1.0,0.35,0.26,6.4,0.4,8.3,1,no change,6.0
45087,27.2,27.38,0.17,80.4,1.0,0.51,0.57,11.8,0.6,12.6,0,cooler,2.0
45088,26.9,27.35,0.37,81.4,1.0,0.61,0.41,8.6,0.26,6.4,1,no change,6.0
45089,26.8,27.04,0.41,81.2,1.0,0.36,-0.46,9.4,-0.47,9.6,0,warmer,3.0
45090,28.6,28.6,0.16,84.5,1.1,0.61,1.4,45.3,1.33,41.7,1,no change,6.0
45094,25.5,26.55,0.15,83.7,1.8,0.65,0.98,25.5,0.65,13.9,0,warmer,4.0
45095,25.7,25.35,0.15,82.3,1.1,0.38,-0.22,6.0,-0.14,5.4,1,no change,5.0
45098,28.8,29.71,0.84,68.8,1.1,0.51,0.84,19.9,0.29,6.7,1,cooler,5.0
45108,30.0,31.99,0.73,73.6,1.38,0.64,1.83,68.7,1.12,31.4,0,cooler,3.0
45109,30.0,31.49,0.82,73.4,1.1,0.2,0.81,18.9,0.11,5.3,1,cooler,4.0
45114,26.5,24.27,0.34,81.8,1.5,0.61,0.56,11.6,0.23,6.1,1,no change,6.0
45115,26.0,25.68,0.88,83.7,1.0,0.42,-1.24,37.2,-1.17,33.6,1,no change,6.0
45116,29.2,26.45,0.49,80.5,1.1,0.61,1.03,27.5,0.65,13.8,1,no change,4.0
45117,27.9,28.35,0.36,84.7,1.0,0.59,0.85,20.1,0.63,13.4,1,no change,4.0
45118,27.8,28.34,0.62,85.3,1.1,0.41,0.32,7.2,0.02,5.0,1,no change,6.0
45119,28.1,28.35,0.51,84.3,1.0,0.4,0.28,6.7,0.06,5.1,1,no change,4.0
45120,27.9,29.13,0.86,85.2,1.0,0.42,0.11,5.2,-0.16,5.6,1,no change,4.0
45121,26.1,27.26,0.22,82.3,1.15,0.76,0.86,20.5,0.73,16.3,0,warmer,4.0
45122,25.5,27.23,0.14,83.0,1.2,0.53,0.52,10.6,0.5,10.2,1,no change,5.0
45123,27.9,28.82,0.39,70.9,1.1,0.61,0.92,22.8,0.6,12.4,1,no change,6.0
45124,27.8,28.31,0.13,71.6,1.4,0.37,0.91,22.3,0.69,15.0,1,no change,4.0
45135,29.2,29.63,0.07,74.4,1.8,0.61,1.82,68.0,1.44,47.6,0,cooler,3.0
45137,29.1,29.59,0.12,74.8,1.8,0.53,1.73,63.5,1.26,38.4,0,cooler,2.0
45138,29.3,30.14,0.69,71.2,1.45,0.61,1.48,50.1,0.79,18.3,0,cooler,2.0
45139,29.1,30.24,0.73,70.8,1.1,0.38,0.78,17.9,0.23,6.1,0,no change,3.0
45140,26.5,27.19,0.38,83.3,1.05,0.61,0.38,8.0,0.21,5.9,1,no change,4.0
45153,29.4,28.91,0.12,73.6,1.8,0.64,1.79,66.3,1.35,42.6,0,cooler,4.0
45154,29.2,29.81,0.84,73.6,1.25,0.68,1.39,44.9,0.77,17.5,0,cooler,3.0
45156,29.4,30.26,0.73,74.1,1.0,0.33,0.62,13.1,0.14,5.4,1,no change,4.0
45157,27.2,27.4,0.24,87.8,1.6,0.56,1.09,30.1,0.73,16.2,1,no change,5.0
45160,27.3,27.3,0.19,87.6,1.0,0.59,0.77,17.6,0.76,17.1,1,no change,6.0
45161,27.9,28.63,0.46,80.3,1.0,0.56,0.69,14.9,0.42,8.6,1,no change,5.0
45162,27.9,28.71,0.62,80.0,1.0,0.37,0.01,5.0,-0.21,5.9,1,no change,6.0
45163,28.1,28.73,0.89,79.4,1.0,0.35,-0.22,6.0,-0.42,8.8,1,cooler,5.0
45166,28.9,30.1,0.81,71.1,1.0,0.56,0.92,22.9,0.42,8.6,1,no change,5.0
45167,28.9,30.45,0.9,71.1,1.0,0.41,0.53,11.0,0.05,5.0,1,no change,6.0
45169,28.8,29.58,0.24,59.0,1.1,0.59,1.22,36.4,0.97,24.9,1,no change,6.0
45177,28.9,30.04,0.72,71.8,1.0,0.42,0.62,13.1,0.17,5.6,1,cooler,3.0
45178,27.5,28.08,0.73,71.9,1.2,0.57,0.6,12.6,0.16,5.5,1,cooler,5.0
45179,27.4,28.21,0.61,72.4,1.0,0.35,-0.42,8.7,-0.52,10.7,1,cooler,4.0
45202,27.8,29.25,0.74,75.5,1.05,0.4,0.13,5.4,-0.18,5.7,1,no change,5.0
45209,29.5,29.97,0.43,69.6,1.1,0.27,0.83,19.4,0.36,7.8,1,cooler,5.0
45217,29.1,31.02,0.23,75.0,1.8,0.42,1.74,63.8,1.09,30.2,0,cooler,3.0
45218,27.9,27.0,0.78,58.2,1.1,0.37,-0.31,7.0,-0.57,11.7,1,no change,5.0
45220,27.9,29.24,0.6,74.8,1.1,0.65,0.95,23.9,0.54,11.1,1,no change,5.0
45221,28.3,28.62,0.94,74.4,1.0,0.4,-0.03,5.0,-0.32,7.2,1,no change,4.0
45227,29.8,29.8,0.82,70.7,1.15,0.91,1.77,65.6,1.24,37.0,1,cooler,5.0
45229,26.5,24.43,0.37,49.4,1.8,0.51,0.5,10.2,-0.03,5.0,1,no change,6.0
45238,24.9,25.2,0.73,69.5,1.0,0.82,-0.27,6.6,-0.41,8.5,1,no change,6.0
45250,29.2,30.48,0.54,79.0,1.1,0.35,0.99,25.7,0.5,10.2,0,cooler,2.0
45253,29.3,27.43,0.14,80.5,1.0,0.42,0.99,25.9,1.06,28.6,1,no change,5.0
45254,29.5,27.61,0.14,80.3,1.8,0.37,1.52,52.1,1.01,26.3,0,cooler,3.0
45256,28.5,27.84,0.12,78.4,1.0,0.72,1.35,42.7,1.35,42.7,1,cooler,4.0
45259,28.8,29.41,0.84,76.2,1.1,0.35,0.45,9.2,-0.02,5.0,1,no change,5.0
45261,28.0,29.56,0.89,61.0,1.2,0.2,-0.41,8.5,-0.77,17.5,1,no change,5.0
45263,27.8,28.71,0.38,81.7,1.8,0.37,1.14,32.3,0.49,10.0,1,no change,4.0
45264,27.7,28.98,0.93,82.6,1.0,0.52,0.27,6.5,-0.05,5.1,1,no change,5.0
45270,29.9,31.13,0.88,69.4,1.0,0.4,1.04,27.7,0.38,8.1,1,no change,5.0
45271,27.1,28.84,0.48,50.9,1.1,0.52,0.27,6.5,-0.05,5.1,1,no change,6.0
45272,29.6,29.6,0.7,71.0,1.0,0.46,0.94,23.6,0.41,8.6,1,no change,4.0
45276,27.1,29.07,1.0,85.3,1.0,0.52,0.02,5.0,-0.23,6.1,1,no change,5.0
45279,27.4,27.57,0.15,77.1,1.0,0.42,0.49,9.9,0.57,11.9,1,no change,4.0
45280,27.6,27.45,0.07,76.8,1.0,0.42,0.74,16.5,0.74,16.5,1,warmer,4.0
45281,27.3,27.3,0.39,78.8,1.6,0.56,0.97,24.8,0.49,9.9,1,no change,5.0
45284,29.6,30.84,0.9,73.6,1.15,0.34,0.98,25.2,0.28,6.7,1,cooler,5.0
45292,29.4,30.44,0.56,77.0,1.4,0.57,1.55,53.6,0.93,23.2,1,no change,5.0
45293,29.7,30.71,0.52,77.7,1.13,0.53,1.55,53.4,1.02,27.1,1,cooler,3.0
45294,29.5,30.5,0.26,77.2,1.18,0.51,1.61,57.0,1.28,39.5,1,cooler,5.0
45325,27.5,28.13,0.3,62.5,1.1,0.53,0.58,12.0,0.35,7.5,1,cooler,5.0
45326,27.3,24.07,0.72,59.2,1.1,0.42,-0.69,15.0,-0.8,18.6,1,no change,5.0
45327,27.9,27.47,0.32,57.7,1.18,0.36,0.28,6.6,0.01,5.0,1,cooler,3.0
45328,26.8,28.49,0.3,63.9,1.18,0.27,-0.06,5.1,-0.23,6.1,0,cooler,2.0
45332,27.1,28.91,0.38,65.2,1.0,0.35,-0.16,5.5,-0.27,6.5,1,cooler,4.0
45333,24.0,27.84,0.36,60.0,1.98,0.37,0.24,6.2,-0.4,8.3,1,no change,5.0
45337,29.7,30.11,0.27,63.0,1.2,0.57,1.55,53.6,1.16,33.5,1,cooler,4.0
45338,29.2,30.12,0.4,62.7,1.0,0.42,0.91,22.5,0.53,10.8,1,cooler,5.0
45339,29.2,30.98,0.54,63.0,1.0,0.27,0.53,10.9,0.09,5.2,1,no change,3.0
45341,29.7,29.51,0.23,61.3,1.0,0.35,1.01,26.6,0.82,19.2,0,cooler,3.0
45358,27.2,27.72,0.15,50.7,1.2,0.4,0.44,9.0,0.35,7.6,1,cooler,5.0
45360,26.7,26.1,0.08,65.3,1.08,0.42,0.27,6.5,0.27,6.5,1,cooler,5.0
45361,29.7,32.04,0.43,74.7,1.2,0.42,1.63,58.0,1.06,28.9,0,cooler,3.0
45363,28.6,33.2,0.0,73.0,1.63,0.27,1.89,71.4,1.72,63.0,1,cooler,3.0
45373,29.3,29.93,0.1,75.1,1.4,0.51,1.63,58.0,1.43,47.1,1,cooler,3.0
45374,28.1,29.98,0.21,57.9,1.25,0.2,0.56,11.6,0.29,6.8,1,cooler,4.0
45375,29.4,30.06,0.36,75.8,1.2,0.39,1.29,39.5,0.83,19.5,1,no change,6.0
45387,29.0,30.2,0.45,76.7,1.1,0.35,0.93,23.2,0.5,10.2,1,no change,6.0
45404,28.7,28.1,0.25,52.0,1.1,0.57,0.9,21.9,0.64,13.7,1,no change,6.0
45405,28.9,28.23,0.36,53.8,1.13,0.4,0.62,13.0,0.24,6.2,1,no change,5.0
45407,29.6,30.85,0.51,59.5,1.23,0.22,0.85,20.3,0.19,5.7,1,cooler,5.0
45423,28.8,30.17,0.24,83.3,1.23,0.51,1.45,47.9,1.16,33.2,0,cooler,2.0
45424,29.7,29.21,0.47,80.7,1.35,0.44,1.38,44.3,0.8,18.4,0,cooler,2.0
45430,29.3,30.14,0.3,61.1,1.1,0.37,1.06,28.5,0.69,14.9,1,cooler,3.0
45431,29.4,30.51,0.2,61.8,1.0,0.53,1.44,47.6,1.31,40.6,1,no change,5.0
45453,26.2,24.6,0.36,57.1,1.25,0.78,0.37,7.9,0.11,5.3,1,no change,5.0
45455,29.7,31.16,0.78,63.0,1.08,0.33,0.89,21.8,0.21,6.0,1,no change,5.0
45456,28.8,30.6,0.38,59.6,1.15,0.39,0.97,25.0,0.52,10.6,1,cooler,5.0
45464,29.5,30.86,0.64,70.3,1.13,0.35,1.04,28.0,0.42,8.7,1,cooler,4.0
45467,27.1,26.84,0.55,52.9,1.2,0.35,-0.31,7.0,-0.54,11.2,1,no change,5.0
45468,29.9,29.67,0.42,62.8,1.1,0.24,0.78,18.0,0.3,6.8,1,no change,5.0
45485,28.5,30.81,0.55,57.7,1.2,0.39,0.81,19.0,0.26,6.4,1,warmer,3.0
45486,29.0,30.64,0.65,51.1,1.1,0.47,0.86,20.6,0.28,6.6,1,no change,6.0
45487,28.8,29.95,0.4,67.0,1.3,0.26,0.77,17.6,0.25,6.3,1,cooler,5.0
45488,29.0,29.4,0.26,67.6,1.6,0.27,1.17,33.9,0.56,11.6,1,cooler,4.0
45493,26.8,27.08,0.68,77.7,1.6,1.49,1.57,54.7,1.2,35.4,1,warmer,4.0
45494,25.9,26.49,0.01,81.7,1.05,0.32,0.08,5.1,0.08,5.1,1,cooler,5.0
45495,26.1,26.33,0.01,83.6,1.35,0.58,0.88,21.3,0.88,21.3,1,no change,5.0
45496,25.6,25.91,0.08,86.3,1.05,0.36,0.03,5.0,0.03,5.0,1,no change,5.0
45504,28.4,28.4,0.43,61.3,1.8,0.62,1.38,44.5,0.69,15.0,1,no change,5.0
45505,28.9,29.51,0.28,58.0,1.2,0.35,0.91,22.3,0.53,10.9,1,cooler,4.0
45506,29.2,30.14,0.43,58.1,1.0,0.28,0.48,9.9,0.12,5.3,1,warmer,3.0
45511,27.4,28.93,0.33,69.5,1.33,0.2,0.16,5.5,-0.17,5.6,1,no change,5.0
45513,28.6,30.07,0.78,67.6,1.4,0.17,0.29,6.8,-0.39,8.2,1,cooler,5.0
45514,28.8,29.69,0.79,66.8,1.55,0.2,0.62,13.1,-0.22,6.0,0,cooler,5.0
45517,29.0,29.94,0.92,45.8,1.2,0.63,1.04,27.8,0.37,7.8,1,no change,5.0
45520,29.9,30.09,0.22,42.3,1.05,0.35,1.04,27.7,0.79,18.0,1,cooler,5.0
45521,26.0,26.0,0.2,51.6,1.8,0.36,0.4,8.3,-0.06,5.1,0,warmer,3.0
45523,28.2,29.2,0.13,74.6,1.98,0.36,1.5,51.2,0.89,21.7,0,cooler,4.0
45524,28.7,27.86,0.3,73.7,1.45,0.36,0.94,23.7,0.47,9.6,1,no change,5.0
45525,27.9,29.11,0.15,81.5,1.6,0.38,1.21,35.9,0.85,20.2,1,cooler,5.0
45526,28.0,29.41,0.16,79.2,1.2,0.22,0.75,16.8,0.64,13.7,1,no change,6.0
45527,27.6,28.72,0.02,44.2,1.3,0.2,0.64,13.6,0.64,13.6,1,no change,4.0
45530,29.5,30.1,0.81,44.8,1.05,0.7,1.16,33.3,0.54,11.2,1,cooler,4.0
45531,30.0,29.78,0.37,42.9,1.4,0.63,1.46,48.8,0.84,20.0,1,cooler,5.0
45532,29.5,29.92,0.3,45.8,1.2,0.24,0.79,18.2,0.33,7.3,1,warmer,3.0
45533,26.4,26.65,0.02,77.3,1.4,0.38,0.66,14.2,0.75,16.9,1,no change,5.0
45534,25.4,26.32,0.08,81.2,1.68,0.4,0.57,11.8,0.36,7.6,1,warmer,5.0
45535,26.9,27.33,0.32,44.8,1.4,0.27,-0.08,5.1,-0.4,8.3,1,no change,4.0
45536,26.9,27.5,0.25,45.8,1.0,0.2,-0.93,23.1,-0.82,19.1,1,no change,5.0
45537,26.6,27.66,0.3,46.3,1.4,0.27,-0.08,5.1,-0.39,8.1,1,warmer,5.0
45540,26.3,27.08,0.09,78.8,1.4,0.29,0.39,8.2,0.34,7.4,1,cooler,5.0
45541,26.5,27.49,0.24,78.4,1.1,0.2,-0.48,9.9,-0.45,9.2,1,no change,6.0
45542,27.1,27.3,0.25,46.9,1.4,0.38,0.32,7.1,0.0,5.0,1,cooler,4.0
45543,26.7,27.44,0.19,47.6,1.2,0.27,-0.13,5.3,-0.2,5.8,1,no change,6.0
45546,29.6,30.59,0.5,55.1,1.6,0.7,1.66,59.7,0.95,24.1,1,cooler,5.0
45547,29.6,30.63,0.56,53.7,1.2,0.42,1.15,32.7,0.49,9.9,0,cooler,3.0
45550,26.6,27.37,0.53,76.0,1.03,0.27,-1.01,26.7,-0.98,25.1,1,cooler,3.0
45555,28.3,29.23,0.4,54.2,1.25,0.7,1.11,31.0,0.66,14.3,0,cooler,4.0
45556,29.5,32.5,0.52,50.3,1.1,0.64,1.55,53.9,0.97,24.7,1,cooler,6.0
45561,28.5,29.04,0.17,53.3,1.1,0.36,0.75,16.8,0.65,13.9,1,cooler,3.0
45563,28.3,28.85,0.19,55.1,1.6,0.36,1.03,27.5,0.54,11.0,1,no change,5.0
45571,26.8,28.14,0.13,84.8,1.7,0.63,1.27,38.9,0.97,24.7,1,no change,5.0
45572,26.7,27.9,0.14,86.4,1.4,0.27,0.51,10.4,0.37,7.8,1,no change,4.0
45573,25.6,26.29,0.05,83.9,1.8,0.63,1.03,27.5,0.79,18.3,1,no change,5.0
45574,26.0,26.26,0.03,82.9,1.5,0.64,0.95,24.0,0.91,22.4,1,no change,4.0
45578,27.3,28.93,0.12,57.4,1.6,0.76,1.32,41.1,1.01,26.5,1,cooler,5.0
45580,26.8,30.25,0.05,86.0,1.63,0.42,1.32,41.5,1.13,32.0,0,cooler,4.0
45581,27.7,30.87,0.05,81.7,1.4,0.62,1.64,58.6,1.61,56.9,1,warmer,5.0
45582,27.0,28.37,0.14,80.9,1.1,0.44,0.74,16.4,0.76,17.2,1,no change,5.0
45584,28.2,29.26,0.31,59.0,1.6,0.22,0.76,17.1,0.14,5.4,0,cooler,5.0
45585,28.3,28.75,0.37,59.3,1.0,0.32,0.1,5.2,-0.09,5.2,1,cooler,5.0
45587,28.4,28.84,0.33,59.7,1.3,0.26,0.5,10.2,0.09,5.2,1,cooler,5.0
45588,27.2,27.85,0.33,81.3,1.4,0.61,0.96,24.4,0.6,12.6,0,cooler,3.0
45589,28.5,26.45,0.37,78.2,1.0,0.27,-0.24,6.2,-0.3,6.9,1,no change,4.0
45590,27.8,27.36,0.34,81.0,1.25,0.27,0.21,5.9,-0.04,5.0,1,no change,5.0
45591,27.0,28.3,0.55,82.4,1.03,0.25,-0.75,16.8,-0.76,17.2,1,no change,5.0
45592,28.4,28.18,0.36,52.9,1.05,0.61,0.76,17.0,0.45,9.1,1,cooler,5.0
45593,28.9,30.95,0.39,50.6,1.05,0.61,1.21,35.8,0.79,18.2,1,no change,5.0
45596,26.8,26.58,0.35,52.9,1.25,0.32,-0.3,6.8,-0.47,9.7,1,no change,5.0
45598,27.6,28.82,0.46,50.3,1.6,0.25,0.41,8.6,-0.23,6.1,1,cooler,5.0
45600,25.6,26.37,0.21,73.6,1.6,0.29,0.1,5.2,-0.2,5.8,1,no change,4.0
45601,25.4,26.71,0.32,77.4,1.2,0.25,-0.74,16.7,-0.77,17.5,1,cooler,5.0
45603,24.9,25.7,0.57,82.0,1.23,1.11,0.73,16.3,0.47,9.5,1,no change,6.0
45604,27.3,28.35,0.29,80.3,1.6,0.61,1.18,34.2,0.75,17.0,1,cooler,3.0
45605,27.4,28.84,0.72,79.2,1.0,0.27,-0.74,16.6,-0.79,18.0,1,no change,5.0
45606,27.9,27.51,0.22,56.0,1.5,0.45,0.82,19.3,0.42,8.6,1,no change,5.0
45607,28.0,28.87,0.34,54.5,1.0,0.29,-0.07,5.1,-0.21,5.9,1,no change,5.0
45608,27.9,28.35,0.37,55.7,1.0,0.29,-0.25,6.3,-0.36,7.8,1,cooler,5.0
45614,26.7,27.4,0.16,81.9,1.4,0.36,0.56,11.5,0.37,7.9,1,cooler,5.0
45615,27.0,27.0,0.49,80.0,1.0,0.37,-0.48,9.8,-0.51,10.5,1,no change,5.0
45617,28.8,29.79,0.13,83.2,1.75,0.76,1.86,70.1,1.52,51.8,1,no change,4.0
45618,28.8,31.08,0.53,82.0,1.3,0.28,0.99,25.6,0.41,8.5,0,cooler,3.0
45619,28.7,29.52,0.64,75.7,1.6,0.76,1.57,54.4,0.96,24.4,1,no change,5.0
45620,29.0,30.14,0.39,75.1,1.75,0.65,1.72,63.1,1.1,30.7,1,no change,5.0
45621,28.9,30.43,0.87,75.4,1.2,0.51,1.13,31.9,0.51,10.5,0,cooler,3.0
45622,25.6,27.54,0.22,62.9,1.8,0.76,1.04,27.7,0.61,12.9,1,no change,5.0
45623,27.3,28.2,0.37,56.3,1.1,0.28,-0.27,6.5,-0.41,8.5,1,cooler,4.0
45624,27.3,28.17,0.33,56.4,1.4,0.66,0.9,22.1,0.49,10.1,1,no change,4.0
45627,28.6,29.97,0.64,83.6,1.8,0.62,1.64,58.4,0.95,23.9,1,no change,5.0
45628,28.4,29.15,0.5,77.3,1.5,0.76,1.47,49.0,0.96,24.3,1,no change,5.0
45630,29.3,29.13,0.14,49.7,1.4,0.71,1.47,49.2,1.17,33.9,1,no change,5.0
45632,27.1,28.16,0.16,48.0,1.4,0.67,0.93,23.3,0.67,14.5,1,no change,5.0
45633,28.6,30.5,0.15,81.7,1.8,0.62,1.81,67.5,1.38,44.4,1,no change,5.0
45634,29.0,31.57,0.43,79.2,1.3,0.42,1.41,46.0,0.86,20.7,1,no change,5.0
45635,28.2,28.84,0.31,73.2,1.4,0.37,0.89,21.8,0.45,9.3,1,cooler,5.0
45636,29.0,29.62,0.29,69.0,1.4,0.27,1.02,27.0,0.51,10.4,1,no change,5.0
45637,28.6,29.81,0.46,81.8,1.4,0.42,1.16,33.2,0.62,13.0,1,no change,5.0
45638,29.0,28.76,0.46,80.5,1.0,0.56,1.06,28.7,0.72,15.8,1,no change,5.0
45639,28.7,29.5,0.59,73.4,1.0,0.57,0.93,23.2,0.52,10.6,1,no change,5.0
45640,27.8,28.7,0.08,52.7,1.4,0.51,1.06,28.5,0.92,22.8,1,no change,5.0
45641,27.6,29.14,0.14,42.5,1.65,0.76,1.3,40.1,0.91,22.4,1,no change,5.0
45642,27.6,29.85,0.21,43.2,1.1,0.28,0.31,7.0,0.19,5.7,1,no change,5.0
45643,27.2,28.02,0.01,43.5,1.0,0.57,0.69,15.0,0.69,15.0,1,no change,5.0
45644,27.2,27.88,0.36,81.5,1.25,0.61,0.83,19.4,0.52,10.7,1,cooler,4.0
45645,27.7,30.47,0.32,79.4,1.25,0.27,0.67,14.4,0.33,7.2,1,no change,5.0
45646,27.1,26.68,0.28,86.5,1.7,0.76,1.28,39.0,0.89,21.6,0,cooler,5.0
45647,26.7,26.97,0.04,87.7,1.1,0.35,0.59,12.2,0.59,12.2,1,no change,5.0
45648,26.7,27.46,0.5,52.8,1.53,0.76,0.85,20.2,0.35,7.6,1,cooler,5.0
45652,26.0,26.16,0.1,74.5,1.1,0.27,-0.19,5.8,-0.19,5.8,1,no change,6.0
45654,26.5,26.92,0.28,54.4,1.1,0.42,-0.16,5.5,-0.26,6.4,1,warmer,3.0
45655,26.5,28.27,0.51,53.8,1.05,0.52,-0.1,5.2,-0.31,7.0,1,no change,5.0
45659,28.3,29.34,0.56,48.5,1.4,0.76,1.17,34.0,0.6,12.4,1,warmer,5.0
45660,28.4,29.1,0.42,49.6,1.7,0.51,1.18,34.1,0.46,9.5,1,no change,5.0
45662,26.6,27.75,0.72,58.4,1.0,0.42,-0.78,17.7,-0.86,20.6,1,no change,5.0
45665,27.1,26.44,0.34,56.5,1.1,0.46,-0.02,5.0,-0.19,5.8,1,no change,5.0
45667,24.5,25.88,0.61,56.1,1.1,0.46,-1.19,34.6,-1.22,36.2,1,no change,5.0
45669,27.4,27.81,0.27,44.2,1.4,0.42,0.48,9.9,0.11,5.2,1,warmer,5.0
45670,26.8,27.45,0.11,46.0,1.53,0.2,0.23,6.1,0.01,5.0,1,no change,6.0
45673,28.0,30.16,0.45,46.3,1.1,0.24,-0.03,5.0,-0.34,7.4,1,cooler,6.0
45674,27.2,28.47,0.18,44.6,1.0,0.22,-0.31,7.0,-0.21,5.9,1,no change,5.0
45676,26.0,26.39,0.03,50.4,2.6,0.2,1.06,28.9,0.05,5.1,1,no change,5.0
45678,27.9,28.67,0.23,57.1,1.5,0.36,0.82,19.2,0.38,8.0,1,no change,5.0
45679,27.0,27.0,0.12,59.0,1.2,0.42,0.45,9.3,0.43,8.9,1,no change,6.0
45682,27.6,27.0,0.02,70.4,1.95,0.66,1.47,49.3,1.12,31.2,1,cooler,5.0
45688,27.7,29.34,0.42,51.0,1.4,0.59,0.92,22.8,0.4,8.4,1,no change,5.0
45736,26.8,28.52,0.32,50.2,1.08,0.53,0.29,6.7,0.08,5.1,1,no change,5.0
45737,27.2,28.8,0.59,50.4,1.1,0.53,0.22,6.0,-0.13,5.3,1,no change,5.0
45779,30.0,30.99,0.5,85.3,1.05,0.61,1.83,68.3,1.39,44.9,0,cooler,3.0
45791,28.9,32.21,0.55,85.9,1.08,0.22,0.84,20.0,0.39,8.1,1,no change,5.0
45827,30.0,31.24,0.91,74.4,1.1,0.44,1.35,43.0,0.63,13.3,1,no change,5.0
45838,28.8,29.02,0.35,59.4,1.8,0.5,1.41,46.1,0.68,14.8,1,no change,5.0
45839,28.5,28.04,0.01,55.8,1.1,0.42,0.99,25.7,0.99,25.7,1,cooler,3.0
45841,28.0,28.44,0.34,56.0,1.53,0.66,1.15,32.8,0.64,13.6,0,cooler,3.0
45842,28.6,28.09,0.53,60.0,1.4,0.61,1.06,28.5,0.48,9.8,1,no change,5.0
45845,29.0,28.68,0.11,58.4,1.23,0.59,1.29,40.0,1.2,35.4,1,no change,5.0
45846,28.5,28.5,0.76,60.4,1.05,0.36,0.01,5.0,-0.34,7.4,1,no change,3.0
45848,28.5,28.5,0.76,60.4,1.18,0.42,0.46,9.5,-0.05,5.1,1,cooler,5.0
